person_age,person_gender,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
23.0,1,104290.0,1,21000.0,8.9,0.2,4.0,643,1,0,0,0,0,1,0,0,0,1,0,0,0,0
24.0,1,96863.0,0,12000.0,7.29,0.12,3.0,676,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25.0,0,97167.0,2,12000.0,10.36,0.12,3.0,671,0,0,0,0,1,0,0,0,1,0,1,0,0,0
21.0,1,104390.0,0,8400.0,11.01,0.08,4.0,567,1,0,0,0,1,0,0,0,0,0,0,0,0,1
22.0,1,103940.0,0,10000.0,11.49,0.1,2.0,649,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23.0,1,97884.0,0,12000.0,8.9,0.12,3.0,543,1,0,0,0,1,0,0,0,1,0,0,0,1,0
23.0,0,98081.0,0,12000.0,16.29,0.12,4.0,636,1,0,1,0,0,0,0,0,1,0,0,0,1,0
25.0,1,104146.0,5,13000.0,8.49,0.12,4.0,666,1,0,1,0,0,0,0,0,0,0,0,0,0,1
24.0,0,43955.0,2,5000.0,13.49,0.11,4.0,668,0,0,0,0,0,1,0,1,0,0,0,0,1,0
25.0,0,104543.0,5,8000.0,7.29,0.08,2.0,639,0,0,1,0,0,0,0,0,0,1,0,0,0,0
21.0,1,99466.0,0,12000.0,15.21,0.12,4.0,614,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22.0,0,98863.0,0,12000.0,13.55,0.12,4.0,523,1,0,0,0,1,0,0,0,1,1,0,0,0,0
24.0,1,104199.0,2,15000.0,5.79,0.14,3.0,661,0,0,0,0,0,1,0,0,0,1,0,0,0,0
26.0,1,104174.0,1,5000.0,11.12,0.05,2.0,600,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24.0,0,104324.0,4,16000.0,11.12,0.15,3.0,586,1,0,0,0,1,0,0,0,0,0,1,0,0,0
25.0,1,99820.0,2,12000.0,10.99,0.12,3.0,684,1,0,0,0,0,1,0,0,1,1,0,0,0,0
26.0,1,104390.0,6,9250.0,11.12,0.09,4.0,682,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26.0,0,100305.0,4,12000.0,6.91,0.12,4.0,675,1,0,1,0,0,0,0,0,1,0,1,0,0,0
23.0,0,100392.0,0,12000.0,7.51,0.12,3.0,570,1,0,0,0,0,1,0,0,1,0,0,0,0,1
22.0,0,103572.0,2,25000.0,11.83,0.24,4.0,637,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,1,104394.0,0,10000.0,8.94,0.1,4.0,686,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26.0,1,104524.0,3,16000.0,14.26,0.15,4.0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.0,1,104563.0,1,25000.0,11.01,0.24,3.0,654,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,0,43909.0,0,6000.0,8.9,0.14,3.0,543,1,0,0,0,1,0,0,1,0,0,0,0,0,1
22.0,1,100335.0,0,12000.0,11.71,0.12,4.0,636,0,0,0,0,0,1,0,0,1,0,0,0,0,0
26.0,0,100772.0,4,12000.0,9.99,0.12,3.0,652,1,0,0,0,0,1,0,0,1,0,0,0,0,0
24.0,0,76843.0,1,14000.0,17.58,0.18,4.0,693,0,1,1,0,0,0,0,0,0,0,0,1,0,0
23.0,0,104401.0,0,16000.0,12.21,0.15,3.0,526,1,0,1,0,0,0,0,0,0,0,0,0,1,0
24.0,1,100640.0,2,12000.0,13.23,0.12,3.0,631,0,0,0,0,0,1,0,0,1,0,0,0,1,0
24.0,0,104179.0,3,15000.0,13.16,0.14,3.0,658,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25.0,0,76276.0,3,3000.0,10.65,0.04,2.0,681,0,1,0,0,1,0,0,0,0,0,0,1,0,0
24.0,1,89703.0,3,8000.0,15.21,0.09,3.0,631,0,1,0,0,1,0,0,0,0,0,0,0,0,0
26.0,0,101699.0,0,12000.0,11.01,0.12,2.0,567,0,0,0,0,1,0,0,0,1,1,0,0,0,0
24.0,0,101616.0,2,12000.0,6.91,0.12,2.0,620,1,0,0,0,1,0,0,0,1,0,0,0,1,0
25.0,1,104603.0,6,8000.0,11.71,0.08,4.0,629,1,0,0,0,1,0,0,0,0,1,0,0,0,0
23.0,0,94644.0,0,12000.0,14.96,0.13,4.0,661,0,1,0,0,0,0,0,0,1,0,1,0,0,0
23.0,0,104505.0,2,20000.0,6.91,0.19,2.0,586,1,0,0,0,1,0,0,0,0,0,0,0,0,1
24.0,0,104764.0,1,20000.0,7.29,0.19,3.0,705,0,0,0,0,0,1,0,0,0,0,0,1,0,0
24.0,1,104292.0,3,16200.0,11.01,0.16,4.0,578,0,0,1,0,0,0,0,0,0,0,0,0,1,0
22.0,0,95794.0,0,12000.0,15.95,0.13,3.0,611,0,1,1,0,0,0,0,0,1,0,0,0,0,0
25.0,0,103015.0,1,12000.0,12.42,0.12,4.0,709,0,0,0,0,0,1,0,0,1,0,0,0,0,0
23.0,1,90129.0,1,9000.0,7.66,0.1,2.0,596,0,1,0,0,1,0,0,0,0,0,1,0,0,0
24.0,0,104582.0,1,12200.0,7.29,0.12,3.0,556,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22.0,1,104910.0,0,24000.0,13.85,0.23,2.0,632,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23.0,0,104248.0,1,16000.0,11.86,0.15,3.0,650,1,0,0,0,1,0,0,1,0,1,0,0,0,0
23.0,0,104483.0,3,14000.0,7.29,0.13,3.0,569,1,0,0,0,1,0,0,0,0,0,0,0,0,1
26.0,1,104873.0,4,4300.0,7.66,0.04,2.0,628,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24.0,1,104835.0,2,8750.0,12.72,0.08,2.0,545,1,0,0,0,0,1,0,0,0,1,0,0,0,0
23.0,1,104917.0,1,20000.0,12.53,0.19,2.0,591,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25.0,0,103040.0,0,12000.0,11.01,0.12,2.0,631,1,0,0,0,1,0,0,0,1,1,0,0,0,0
23.0,1,105393.0,1,10000.0,8.49,0.09,4.0,580,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,1,77528.0,5,3500.0,7.9,0.05,3.0,659,0,1,0,0,1,0,0,0,0,0,0,1,0,0
24.0,0,105507.0,0,6000.0,10.65,0.06,4.0,647,1,0,0,0,1,0,0,0,0,0,0,0,1,0
24.0,1,105381.0,2,4000.0,6.03,0.04,2.0,546,1,0,0,0,1,0,0,0,0,0,0,0,0,1
24.0,0,77408.0,1,35000.0,11.01,0.45,3.0,661,0,1,1,0,0,0,0,0,0,0,0,1,0,0
23.0,1,102990.0,0,12000.0,10.37,0.12,4.0,638,0,0,1,0,0,0,0,0,1,0,0,0,1,0
23.0,0,105518.0,5,17000.0,7.51,0.16,3.0,529,1,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,0,102994.0,3,12000.0,11.01,0.12,2.0,647,1,0,1,0,0,0,0,0,1,0,0,1,0,0
22.0,0,91119.0,1,8000.0,15.99,0.09,4.0,521,0,1,0,0,1,0,0,0,0,0,0,0,1,0
23.0,1,105448.0,4,8000.0,5.99,0.08,4.0,497,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,0,88285.0,5,12000.0,11.01,0.14,2.0,596,0,1,0,0,1,0,0,0,1,0,0,0,0,1
22.0,0,105631.0,0,1750.0,7.49,0.02,4.0,502,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,0,91256.0,0,8000.0,7.49,0.09,4.0,641,0,1,0,0,0,0,0,0,0,0,0,0,1,0
24.0,0,105162.0,3,15000.0,11.01,0.14,2.0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.0,0,105300.0,7,10000.0,9.99,0.09,3.0,696,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22.0,1,105850.0,0,11200.0,8.49,0.11,4.0,689,1,0,1,0,0,0,0,0,0,0,0,0,1,0
22.0,0,102774.0,0,12000.0,12.84,0.12,4.0,631,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23.0,1,103185.0,0,12000.0,9.63,0.12,2.0,562,1,0,0,0,1,0,0,0,1,0,0,1,0,0
23.0,1,102937.0,0,12000.0,13.16,0.12,4.0,714,1,0,0,0,0,1,0,0,1,0,0,0,0,1
22.0,1,105535.0,0,8000.0,5.79,0.08,3.0,587,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21.0,0,102820.0,0,12000.0,11.97,0.12,2.0,668,1,0,1,0,0,0,0,0,1,0,0,0,0,1
23.0,0,105970.0,1,10000.0,7.29,0.09,4.0,652,1,0,0,0,0,1,0,0,0,1,0,0,0,0
24.0,1,104219.0,4,12000.0,10.65,0.12,3.0,729,0,0,0,0,0,1,0,0,1,0,1,0,0,0
24.0,1,105273.0,1,10000.0,10.36,0.09,3.0,665,0,0,0,0,0,1,0,0,0,0,0,1,0,0
26.0,0,104483.0,2,12000.0,12.99,0.11,2.0,659,1,0,1,0,0,0,0,0,1,1,0,0,0,0
25.0,1,105422.0,5,7000.0,7.51,0.07,4.0,578,1,0,0,0,1,0,0,0,0,0,1,0,0,0
23.0,1,105254.0,2,15000.0,14.35,0.14,2.0,559,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24.0,1,105630.0,1,12000.0,8.88,0.11,3.0,619,1,0,0,0,1,0,0,0,1,0,0,0,0,1
24.0,1,106016.0,3,12000.0,12.68,0.11,4.0,668,1,0,1,0,0,0,0,0,1,0,0,0,0,0
23.0,1,105194.0,0,12000.0,12.73,0.11,2.0,597,1,0,0,0,0,1,0,0,0,1,0,0,0,0
26.0,1,106657.0,4,12000.0,12.42,0.11,2.0,525,1,0,0,0,1,0,0,0,1,0,0,0,1,0
22.0,1,105534.0,0,1500.0,10.99,0.01,4.0,682,1,0,1,0,0,0,0,0,0,1,0,0,0,0
26.0,1,105407.0,6,25000.0,12.73,0.24,2.0,694,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26.0,1,105380.0,3,15000.0,10.62,0.14,2.0,672,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24.0,1,105608.0,0,25000.0,10.99,0.24,2.0,610,1,0,0,0,1,0,0,0,0,0,1,0,0,0
24.0,1,105383.0,1,12000.0,8.59,0.11,3.0,609,1,0,1,0,0,0,0,0,0,0,1,0,0,0
22.0,0,44365.0,0,14500.0,10.99,0.33,3.0,678,1,0,1,0,0,0,0,1,0,1,0,0,0,0
23.0,1,104997.0,2,25000.0,14.96,0.24,2.0,539,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24.0,1,44310.0,1,12000.0,11.01,0.27,3.0,627,1,0,0,0,1,0,0,1,0,0,0,1,0,0
23.0,0,77314.0,0,15000.0,12.87,0.19,4.0,599,0,1,0,0,1,0,0,0,0,0,0,1,0,0
25.0,1,105467.0,0,5500.0,14.61,0.05,2.0,506,1,0,1,0,0,0,0,1,0,1,0,0,0,0
22.0,0,105455.0,0,10000.0,8.59,0.09,3.0,537,0,0,0,0,1,0,0,1,0,1,0,0,0,0
25.0,1,105277.0,3,13000.0,11.26,0.12,3.0,660,1,0,1,0,0,0,0,0,0,0,0,1,0,0
23.0,1,105468.0,0,10000.0,11.01,0.09,4.0,652,1,0,1,0,0,0,0,0,0,1,0,0,0,0
26.0,1,105414.0,4,1000.0,11.89,0.01,3.0,658,1,0,0,0,0,1,0,0,0,0,0,0,0,1
22.0,0,105779.0,0,8000.0,12.21,0.08,4.0,670,1,0,0,0,0,0,0,0,0,0,0,0,1,0
24.0,1,44243.0,0,4000.0,13.06,0.09,3.0,691,0,0,0,0,1,0,0,1,0,0,0,0,0,1
24.0,0,109135.0,0,12000.0,9.91,0.11,2.0,638,0,0,0,0,1,0,0,0,1,0,0,0,1,0
23.0,1,106005.0,0,3500.0,9.32,0.03,3.0,677,1,0,1,0,0,0,0,0,0,1,0,0,0,0
26.0,1,105578.0,3,15000.0,14.74,0.14,3.0,699,0,0,0,0,0,1,0,0,0,0,1,0,0,0
23.0,1,105221.0,0,7500.0,11.28,0.07,2.0,695,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26.0,1,109257.0,4,12000.0,11.01,0.11,3.0,639,1,0,0,0,1,0,0,0,1,1,0,0,0,0
23.0,0,108816.0,2,12000.0,8.9,0.11,3.0,652,1,0,0,0,0,1,0,0,1,0,0,1,0,0
23.0,1,44155.0,2,5500.0,5.42,0.12,2.0,628,0,0,0,0,1,0,0,1,0,1,0,0,0,0
23.0,1,105412.0,0,10000.0,6.92,0.09,3.0,596,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24.0,1,106151.0,0,12000.0,5.42,0.11,2.0,555,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26.0,1,105551.0,2,9600.0,5.99,0.09,4.0,717,0,0,0,0,0,1,0,0,0,0,0,1,0,0
26.0,0,105989.0,3,6000.0,10.28,0.06,4.0,635,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22.0,1,109113.0,2,12000.0,12.42,0.11,4.0,650,1,0,0,0,1,0,0,0,1,0,0,0,1,0
23.0,0,44267.0,0,8000.0,15.65,0.18,4.0,508,1,0,0,0,0,0,0,1,0,0,0,0,0,1
21.0,1,106128.0,0,12000.0,11.01,0.11,2.0,614,0,0,1,0,0,0,0,1,0,1,0,0,0,0
25.0,1,94579.0,5,12000.0,14.09,0.13,3.0,651,0,1,0,0,0,0,0,0,1,0,0,0,1,0
22.0,0,108875.0,1,12000.0,5.79,0.11,2.0,618,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22.0,1,108948.0,0,12000.0,11.01,0.11,4.0,687,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24.0,0,105769.0,3,10000.0,6.17,0.09,4.0,686,1,0,0,0,0,1,0,0,0,0,0,1,0,0
21.0,1,106129.0,0,25000.0,13.98,0.24,3.0,672,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,0,106415.0,1,1600.0,9.88,0.02,2.0,702,0,0,1,0,0,0,0,0,0,0,0,0,1,0
26.0,1,105892.0,3,7500.0,15.05,0.07,2.0,634,1,0,0,0,0,1,1,0,0,0,0,0,0,1
24.0,1,106083.0,5,7000.0,8.88,0.07,3.0,502,1,0,1,0,0,0,0,1,0,0,0,0,0,1
21.0,1,105896.0,0,12000.0,5.99,0.11,2.0,502,1,0,1,0,0,0,0,0,0,1,0,0,0,0
24.0,1,105861.0,3,3600.0,11.86,0.03,4.0,566,1,0,0,0,1,0,0,0,0,1,0,0,0,0
24.0,1,105698.0,0,10000.0,13.49,0.09,3.0,649,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24.0,1,106053.0,4,3000.0,5.99,0.03,2.0,568,1,0,1,0,0,0,0,0,0,1,0,0,0,0
23.0,0,105729.0,2,20000.0,13.35,0.19,4.0,664,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24.0,1,105879.0,0,14400.0,11.01,0.14,2.0,675,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24.0,1,106440.0,4,25000.0,10.25,0.23,4.0,618,1,0,1,0,0,0,0,0,0,0,1,0,0,0
26.0,1,106677.0,4,12000.0,5.79,0.11,4.0,580,1,0,0,0,1,0,0,0,0,1,0,0,0,0
24.0,1,106473.0,2,7000.0,11.99,0.07,4.0,620,1,0,1,0,0,0,0,0,0,0,0,0,1,0
26.0,1,106576.0,0,8000.0,6.91,0.08,3.0,698,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.0,1,108930.0,0,12000.0,8.94,0.11,3.0,676,1,0,1,0,0,0,0,0,1,0,0,0,0,0
25.0,1,108931.0,4,12000.0,11.48,0.11,3.0,615,0,0,1,0,0,0,0,0,1,0,1,0,0,0
22.0,0,106677.0,0,16000.0,11.71,0.15,3.0,673,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24.0,1,106342.0,4,6000.0,9.91,0.06,2.0,640,0,0,0,0,0,1,0,0,0,0,0,1,0,0
26.0,1,108787.0,5,12000.0,9.38,0.11,3.0,653,0,0,0,0,1,0,0,0,1,0,0,1,0,0
23.0,1,106589.0,0,12000.0,11.01,0.11,2.0,673,1,0,0,0,0,1,0,0,0,0,0,1,0,0
23.0,0,106572.0,3,12475.0,6.03,0.12,4.0,618,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23.0,0,106704.0,0,2700.0,7.9,0.03,4.0,655,1,0,1,0,0,0,0,0,0,0,0,0,0,1
23.0,1,106607.0,1,15000.0,12.42,0.14,2.0,649,1,0,1,0,0,0,0,0,0,0,0,0,0,1
23.0,1,110768.0,1,12000.0,5.42,0.11,3.0,666,1,0,1,0,0,0,0,0,1,0,0,0,0,0
24.0,0,106245.0,2,8000.0,5.99,0.08,4.0,615,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25.0,1,111182.0,3,12000.0,13.43,0.11,3.0,545,1,0,0,0,0,1,0,0,1,0,1,0,0,0
24.0,0,91725.0,2,12000.0,11.01,0.13,4.0,546,0,1,0,0,1,0,0,0,0,0,0,0,0,1
24.0,1,111759.0,2,12000.0,14.46,0.11,2.0,615,1,0,0,0,0,1,0,0,1,0,0,0,0,1
24.0,1,112094.0,3,12000.0,7.51,0.11,3.0,683,0,0,0,0,1,0,0,0,1,0,1,0,0,0
22.0,1,106506.0,0,5000.0,11.11,0.05,4.0,584,1,0,1,0,0,0,0,0,0,1,0,0,0,0
26.0,1,111684.0,2,12000.0,11.71,0.11,3.0,576,1,0,1,0,0,0,0,0,1,0,0,0,0,0
23.0,0,106285.0,0,18150.0,12.68,0.17,2.0,597,1,0,0,0,1,0,0,0,0,0,0,1,0,0
25.0,0,112370.0,4,12000.0,11.01,0.11,3.0,499,1,0,0,0,0,0,0,0,1,1,0,0,0,0
24.0,0,106533.0,1,25000.0,14.54,0.23,2.0,518,1,0,0,0,1,0,0,0,0,0,1,0,0,0
26.0,1,106501.0,2,3800.0,6.54,0.04,2.0,588,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24.0,0,114721.0,0,12000.0,11.89,0.1,4.0,677,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23.0,1,100649.0,3,12000.0,17.27,0.12,4.0,621,0,1,1,0,0,0,0,0,1,0,0,0,0,0
26.0,0,106526.0,6,10000.0,7.88,0.09,2.0,622,0,0,0,0,1,0,0,0,0,1,0,0,0,0
23.0,0,114877.0,2,12000.0,11.71,0.1,3.0,578,1,0,0,0,0,0,0,0,1,0,0,0,0,0
23.0,0,106467.0,1,10000.0,7.51,0.09,2.0,645,1,0,0,0,1,0,0,0,0,1,0,0,0,0
26.0,0,115120.0,3,12000.0,10.65,0.1,4.0,598,1,0,0,0,1,0,0,0,1,0,0,0,0,0
26.0,0,114925.0,0,12000.0,8.49,0.1,4.0,659,0,0,0,0,0,0,0,0,1,0,0,0,0,1
23.0,0,114686.0,3,12000.0,9.63,0.1,4.0,523,1,0,0,0,0,0,0,0,1,1,0,0,0,0
23.0,0,106613.0,0,10000.0,8.94,0.09,2.0,598,1,0,1,0,0,0,0,0,0,0,0,1,0,0
24.0,1,114931.0,0,12000.0,7.88,0.1,3.0,669,0,0,0,0,1,0,0,0,1,0,0,0,1,0
22.0,1,106494.0,2,15000.0,11.83,0.14,4.0,663,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25.0,0,106462.0,3,11000.0,11.14,0.1,4.0,631,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,1,85380.0,0,12000.0,15.68,0.14,3.0,659,0,1,0,0,1,0,0,0,1,0,0,1,0,0
25.0,0,116093.0,4,12000.0,9.99,0.1,4.0,664,0,0,1,0,0,0,0,0,1,0,1,0,0,0
25.0,0,116433.0,1,12000.0,11.99,0.1,3.0,660,1,0,0,0,0,0,0,0,1,0,0,0,0,1
23.0,1,106443.0,0,6625.0,11.22,0.06,3.0,567,1,0,0,0,1,0,0,0,0,0,0,1,0,0
22.0,0,116288.0,0,12000.0,13.61,0.1,3.0,699,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25.0,0,106769.0,1,15000.0,13.49,0.14,3.0,519,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,1,106638.0,3,3000.0,10.59,0.03,4.0,709,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22.0,1,106685.0,0,21000.0,6.17,0.2,2.0,588,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22.0,0,107046.0,3,19000.0,14.61,0.18,3.0,592,1,0,0,0,1,0,0,0,0,0,0,0,0,1
23.0,1,92575.0,0,15000.0,11.89,0.16,2.0,605,0,1,1,0,0,0,0,0,0,0,0,0,0,0
24.0,1,107319.0,0,24000.0,11.01,0.22,2.0,600,1,0,0,0,1,0,0,1,0,0,0,1,0,0
23.0,1,106814.0,1,5000.0,13.99,0.05,4.0,665,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,0,107008.0,0,12000.0,7.51,0.11,4.0,593,1,0,0,0,1,0,0,0,0,1,0,0,0,0
24.0,0,121085.0,1,12000.0,7.9,0.1,2.0,601,0,0,0,0,0,0,0,0,1,0,1,0,0,0
26.0,1,107062.0,6,10000.0,8.59,0.09,4.0,638,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25.0,0,121074.0,4,12000.0,9.91,0.1,3.0,619,1,0,0,0,0,1,0,0,1,0,0,0,0,1
22.0,0,107202.0,0,3000.0,5.79,0.03,3.0,596,1,0,0,0,1,0,0,0,0,0,0,0,1,0
24.0,1,107342.0,6,10000.0,11.49,0.09,4.0,651,1,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,0,107286.0,0,24000.0,6.62,0.22,3.0,535,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25.0,1,107466.0,1,3000.0,6.62,0.03,2.0,636,1,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,0,92978.0,0,7200.0,20.0,0.08,2.0,646,0,1,0,0,0,1,0,0,0,1,0,0,0,0
26.0,1,107335.0,2,10000.0,11.36,0.09,3.0,537,1,0,0,0,1,0,0,0,0,0,0,1,0,0
25.0,1,93329.0,5,15000.0,14.96,0.16,2.0,608,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22.0,0,107593.0,0,29000.0,15.65,0.27,2.0,655,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,0,107757.0,0,12600.0,7.66,0.12,3.0,696,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26.0,1,107387.0,1,19200.0,14.65,0.18,4.0,680,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26.0,1,107788.0,3,5000.0,11.83,0.05,4.0,659,1,0,1,0,0,0,0,1,0,0,0,1,0,0
24.0,1,79331.0,0,5000.0,16.77,0.06,4.0,601,0,1,0,0,1,0,0,0,0,0,0,1,0,0
24.0,1,107789.0,1,15000.0,17.58,0.14,4.0,628,1,0,0,0,0,1,0,1,0,0,1,0,0,0
23.0,1,121099.0,2,12000.0,13.57,0.1,3.0,582,0,0,1,0,0,0,0,0,1,1,0,0,0,0
23.0,1,106660.0,0,12000.0,14.61,0.11,4.0,649,0,1,1,0,0,0,0,0,1,0,0,0,1,0
25.0,0,107890.0,2,14000.0,7.49,0.13,2.0,654,1,0,1,0,0,0,0,0,0,0,0,1,0,0
25.0,1,94608.0,2,12000.0,16.4,0.13,4.0,665,0,1,0,0,1,0,0,0,1,0,0,1,0,0
22.0,1,108077.0,0,20000.0,10.99,0.19,4.0,672,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26.0,1,125581.0,3,12000.0,12.21,0.1,3.0,512,1,0,0,0,1,0,0,0,1,0,0,0,1,0
25.0,1,93065.0,4,14500.0,15.95,0.16,2.0,649,0,1,1,0,0,0,0,0,0,0,1,0,0,0
26.0,0,107787.0,4,8000.0,10.99,0.07,2.0,664,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23.0,1,126814.0,2,12000.0,12.61,0.09,2.0,735,0,0,0,0,0,0,0,0,1,1,0,0,0,0
24.0,1,107408.0,0,25000.0,13.11,0.23,3.0,628,1,0,1,0,0,0,0,0,0,0,0,1,0,0
25.0,1,112249.0,3,12000.0,13.12,0.11,2.0,655,0,1,0,0,1,0,0,0,1,0,0,0,0,0
24.0,0,133199.0,1,12000.0,7.9,0.09,2.0,636,0,0,0,0,0,0,0,0,1,0,0,0,1,0
22.0,1,107919.0,0,16000.0,13.22,0.15,4.0,562,1,0,0,0,0,0,0,0,0,0,0,0,1,0
25.0,1,132827.0,6,12000.0,12.23,0.09,2.0,624,0,0,0,0,0,0,0,0,1,0,1,0,0,0
26.0,1,132741.0,1,12000.0,7.88,0.09,2.0,636,0,0,0,0,0,1,0,0,1,0,1,0,0,0
26.0,1,132597.0,0,12000.0,11.01,0.09,2.0,650,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25.0,0,107656.0,0,4500.0,11.01,0.04,3.0,617,1,0,0,0,0,1,0,0,0,0,0,1,0,0
26.0,1,108141.0,6,5800.0,11.97,0.05,2.0,670,0,0,1,0,0,0,0,0,0,1,0,0,0,0
21.0,1,134176.0,0,12000.0,13.11,0.09,2.0,621,1,0,0,0,0,1,0,0,1,0,0,0,1,0
26.0,1,135842.0,2,12000.0,13.49,0.09,4.0,557,1,0,0,0,0,0,0,0,1,1,0,0,0,0
23.0,1,108267.0,1,18000.0,7.9,0.17,4.0,668,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24.0,1,136392.0,2,12000.0,7.49,0.09,2.0,589,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22.0,0,108171.0,1,8000.0,5.79,0.07,4.0,544,1,0,1,0,0,0,0,0,0,0,0,0,0,1
26.0,0,139424.0,3,12000.0,10.99,0.09,3.0,636,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24.0,1,138831.0,1,12000.0,6.54,0.09,3.0,572,1,0,1,0,0,0,0,0,1,1,0,0,0,0
22.0,1,143946.0,0,12000.0,10.36,0.08,2.0,566,1,0,0,0,1,0,0,0,1,0,0,0,0,0
23.0,0,145011.0,1,12000.0,11.71,0.08,4.0,612,1,0,0,0,0,0,0,0,1,1,0,0,0,0
25.0,1,144842.0,1,12000.0,11.01,0.08,4.0,645,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25.0,0,108724.0,1,9000.0,11.11,0.08,4.0,666,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22.0,1,108800.0,1,20000.0,12.53,0.18,2.0,667,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,0,94546.0,4,24000.0,15.96,0.25,4.0,708,0,1,1,0,0,0,0,0,0,0,0,0,0,1
25.0,0,145131.0,0,12000.0,9.01,0.08,2.0,708,0,0,0,0,0,1,0,0,1,0,0,0,1,0
25.0,0,148934.0,5,12000.0,9.63,0.08,2.0,700,1,0,1,0,0,0,0,0,1,1,0,0,0,0
25.0,0,148653.0,3,12000.0,10.75,0.08,2.0,670,0,0,0,0,0,1,0,0,1,0,0,1,0,0
23.0,0,109477.0,3,20000.0,14.65,0.18,3.0,590,1,0,0,0,0,0,0,0,0,0,0,0,1,0
26.0,0,150673.0,6,12000.0,6.99,0.08,4.0,632,1,0,1,0,0,0,0,0,1,0,0,1,0,0
25.0,1,43896.0,2,2400.0,12.21,0.05,2.0,620,0,0,0,0,1,0,0,1,0,0,0,0,0,1
22.0,0,43799.0,0,14000.0,11.26,0.32,4.0,573,1,0,0,0,0,1,0,1,0,1,0,0,0,0
